algorithm,depth,encoding,mean_accuracy,std_accuracy,mean_train_time
ConTree,3,onehot,0.8499446698673847,0.0036348958820513,311.10690851211547
ConTree,3,target,0.8504360032894172,0.0035983341578787,301.5320686817169
ConTree,5,onehot,0.7672904264597376,0.0013136142236184,302.0944010734558
ConTree,5,target,0.8557183552679509,0.0028446457658491,300.1044069766998
ConTree,7,onehot,0.7662052943888342,0.0010292062059432,301.77755851745604
ConTree,7,target,0.8269932680798684,0.0227160201009303,300.0732192516327
ConTree,9,onehot,0.7660005441840839,0.0014253387602289,303.19741945266725
ConTree,9,target,0.8197250570907035,0.0191795652273449,299.9907841205597
ODT,3,onehot,0.8257852837901973,0.0053927623925571,29.135755586624143
ODT,3,target,0.8289381162679351,0.0075890364277173,86.76918997764588
ODT,5,onehot,0.826808994991511,0.0051651920687675,59.8976291179657
ODT,5,target,0.8299004065996594,0.0071704895477514,67.7796115398407
ODT,7,onehot,0.8267066303687247,0.0055185309441946,46.12674522399902
ODT,7,target,0.8414274993965852,0.0017860886412122,73.11195836067199
ODT,9,onehot,0.8311492549976529,0.0090774672787954,131.08873944282533
ODT,9,target,0.8410180094666735,0.0039258781706988,131.37305459976196
OSDT,3,onehot,0.7607182362198229,3.815022657841085e-05,0.0452445030212402
OSDT,3,target,0.7607182362198229,3.815022657841085e-05,0.0565031051635742
OSDT,5,onehot,0.7607182362198229,3.815022657841085e-05,0.0468916893005371
OSDT,5,target,0.7607182362198229,3.815022657841085e-05,0.0563515663146972
OSDT,7,onehot,0.7607182362198229,3.815022657841085e-05,0.0447768211364746
OSDT,7,target,0.7607182362198229,3.815022657841085e-05,0.057528018951416
OSDT,9,onehot,0.7607182362198229,3.815022657841085e-05,0.1230646610260009
OSDT,9,target,0.7607182362198229,3.815022657841085e-05,0.0435677051544189
RDT,3,onehot,0.8437615050164953,0.0033650684959551,34.03748092651367
RDT,3,target,0.8430448164223371,0.0041714872107126,102.65114831924438
RDT,5,onehot,0.8517873714081106,0.0033261652785229,76.47919564247131
RDT,5,target,0.8511935371286379,0.0036746318053921,77.01660838127137
RDT,7,onehot,0.852954411944585,0.0033231534397783,55.24386892318726
RDT,7,target,0.8527087137948024,0.0019807050577218,93.4140763759613
RDT,9,onehot,0.8528725139586026,0.0033960867483291,136.90350193977355
RDT,9,target,0.8542238527344475,0.004293779471493,141.63911638259887
RDT-TwoPass,3,onehot,0.8437615050164953,0.0033650684959551,46.65991106033325
RDT-TwoPass,3,target,0.844437122006474,0.0036417455198877,123.51298007965087
RDT-TwoPass,5,onehot,0.8463821944577397,0.0027544322243415,91.00439043045044
RDT-TwoPass,5,target,0.8495760524294663,0.0048823563887944,76.76549324989318
RDT-TwoPass,7,onehot,0.8512754162513605,0.0048424505956521,85.20938973426819
RDT-TwoPass,7,target,0.8518896249472562,0.005000424981064,112.32436265945437
RDT-TwoPass,9,onehot,0.8518896521941869,0.0049432199107737,156.79557557106017
RDT-TwoPass,9,target,0.8534866283381997,0.0045693374520672,166.15178871154785
sklearn-DT,3,onehot,0.8435567569076629,0.0032635364142418,6.709578371047973
sklearn-DT,3,target,0.8444985449719813,0.0037642048008734,5.754340410232544
sklearn-DT,5,onehot,0.8521968361870093,0.003076240064326,9.581233739852903
sklearn-DT,5,target,0.8512550229716777,0.0030223071996418,7.854963636398315
sklearn-DT,7,onehot,0.8559640785687463,0.0031668196944508,11.569097518920898
sklearn-DT,7,target,0.8568240671552168,0.0026133086351194,9.361726760864258
sklearn-DT,9,onehot,0.858605297524327,0.0038322528451249,35.27639012336731
sklearn-DT,9,target,0.8616764961017187,0.0026024094615983,8.196401214599609
