algorithm,depth,encoding,mean_accuracy,std_accuracy,mean_auc,std_auc,mean_train_time,mean_pred_time,cv_scores,best_params,success,features_used,avg_path_length,actual_depth,n_leaves,stability,dataset
ODT,5,onehot,0.826808994991511,0.005165192068767527,0.861449675867638,0.004741948680125024,59.8976291179657,0.038667154312133786,"[0.8247517657897431, 0.8239328488074521, 0.8243243243243243, 0.823914823914824, 0.8371212121212122]","{'max_depth': 5, 'task': 'classification', 'criterion': 'gini', 'min_samples_split': 2, 'min_samples_leaf': 1}",True,-1,5.0,5,32,0.0,Adult Income
RDT,5,onehot,0.8517873714081106,0.0033261652785229402,0.8786513536584317,0.002255334024403211,76.47919564247131,0.04133396148681641,"[0.8498310983724024, 0.8549493295117208, 0.8547297297297297, 0.8531941031941032, 0.8462325962325963]","{'max_depth': 5, 'task': 'classification', 'criterion': 'gini', 'min_samples_split': 2, 'min_samples_leaf': 5}",True,5,5.0,5,32,0.0,Adult Income
RDT-TwoPass,5,onehot,0.8463821944577397,0.0027544322243415907,0.8712442667641804,0.009507442648509267,91.00439043045044,0.03376765251159668,"[0.8442010441191524, 0.8494216398812571, 0.8483824733824734, 0.8477682227682227, 0.8421375921375921]","{'max_depth': 5, 'task': 'classification', 'criterion': 'gini', 'min_samples_split': 10, 'min_samples_leaf': 2}",True,4,5.0,5,32,0.0,Adult Income
sklearn-DT,5,onehot,0.8521968361870093,0.0030762400643260064,0.8830703840073975,0.00127943243688784,9.581233739852905,0.0023015499114990234,"[0.8507523799774798, 0.8557682464940116, 0.855036855036855, 0.8521703521703522, 0.8472563472563472]","{'ccp_alpha': 0.0, 'max_depth': 5, 'min_samples_leaf': 2, 'min_samples_split': 10}",True,8,5.0,5,28,0.0,Adult Income
OSDT,5,onehot,0.7607182362198229,3.815022657841085e-05,0.5,0.0,0.04689168930053711,0.0016928672790527343,"[0.7606715119254785, 0.7606715119254785, 0.7607493857493858, 0.7607493857493858, 0.7607493857493858]","{'max_depth': 5, 'timelimit': 60, 'min_samples_split': 2, 'min_samples_leaf': 1}",True,-1,5.0,5,32,0.0,Adult Income
ConTree,5,onehot,0.7672904264597376,0.001313614223618448,0.7899242347862152,0.0027590901144042435,302.0944010734558,0.0019207000732421875,"[0.7682464940116696, 0.7673252124065922, 0.769041769041769, 0.7665847665847666, 0.7652538902538902]","{'max_depth': 5, 'max_gap': 0, 'max_gap_decay': 0.0, 'time_limit': 300, 'use_upper_bound': True, 'sort_gini': True}",True,-1,-1.0,-1,-1,0.0,Adult Income
