algorithm,depth,n_estimators,mean_accuracy,std_accuracy,mean_auc,std_auc,mean_f1,std_f1,mean_train_time,std_train_time,mean_pred_time,total_train_time,distinct_features,total_features,feature_usage_pct,avg_tree_depth,n_trees,success,dataset,encoding,sample_size
GB-RDT,4,100,0.7720567014684662,0.02577620392646737,0.8316708595387841,0.027738336286266697,0.7655259290895547,0.0252673042418969,27.842957925796508,8.38801351657399,0.029068136215209962,139.21478962898254,8,8,100.0,4,100,True,Pima Indians Diabetes,target,768
GB-RDT-Fast,4,100,0.7720567014684662,0.02577620392646737,0.8316708595387841,0.027738336286266697,0.7655259290895547,0.0252673042418969,9.626819753646851,3.186637517607531,0.02935957908630371,48.13409876823425,8,8,100.0,4,100,True,Pima Indians Diabetes,target,768
GB-sklearn,4,100,0.7590781767252356,0.015427265733074062,0.8189608665269044,0.0243850034780031,0.7565165335165316,0.015098835447353048,0.22273097038269044,0.008281458382155153,0.0006153583526611328,1.1136548519134521,8,8,100.0,4,100,True,Pima Indians Diabetes,target,768
XGBoost,4,100,0.7538579067990833,0.02209831740340363,0.8204227812718379,0.027622496506620034,0.7510086748166216,0.021555886521645015,0.06811585426330566,0.003774008559663617,0.0016995906829833985,0.3405792713165283,8,8,100.0,-1,100,True,Pima Indians Diabetes,target,768
CatBoost,4,100,0.7655547067311773,0.024690913650575255,0.8341027253668762,0.026217854823466467,0.7602209450494783,0.024032151709125066,0.14927124977111816,0.06014727849833572,0.0016402721405029297,0.7463562488555908,8,8,100.0,-1,0,True,Pima Indians Diabetes,target,768
