algorithm,depth,encoding,mean_accuracy,std_accuracy,mean_auc,std_auc,mean_train_time,mean_pred_time,cv_scores,best_params,success,features_used,avg_path_length,actual_depth,n_leaves,stability,dataset
ODT,9,target,0.6751289145258106,0.0008626093840308741,,,241.5193346977234,0.2604807376861572,"[0.6737175460186053, 0.6756538127242843, 0.676244815063424, 0.675315399046488, 0.6747129997762517]","{'max_depth': 9, 'task': 'classification', 'criterion': 'gini', 'min_samples_split': 2, 'min_samples_leaf': 5}",True,-1,9.0,9,512,0.0,Cover Type
RDT,9,target,0.6981628608598788,0.0007141233665884396,,,295.3105875968933,0.3717766761779785,"[0.6975035067941447, 0.6987082949665672, 0.6986024336930517, 0.697113646925182, 0.6988864219204489]","{'max_depth': 9, 'task': 'classification', 'criterion': 'gini', 'min_samples_split': 2, 'min_samples_leaf': 5}",True,6,9.0,9,512,0.0,Cover Type
RDT-TwoPass,9,target,0.7309780289176868,0.0032553491845356912,,,822.4876685142517,0.4453932285308838,"[0.7288968443155512, 0.7265216904899185, 0.7323798213455879, 0.7309340630970207, 0.7361577253403556]","{'max_depth': 9, 'task': 'classification', 'criterion': 'gini', 'min_samples_split': 2, 'min_samples_leaf': 1}",True,5,9.0,9,512,0.0,Cover Type
sklearn-DT,9,target,0.7617329817993768,0.0020996822565343205,,,234.7098274230957,0.017289018630981444,"[0.7579494505305371, 0.7622952935810607, 0.7644102511144386, 0.7622244023338669, 0.7617855114369805]","{'ccp_alpha': 0.0, 'max_depth': 9, 'min_samples_leaf': 1, 'min_samples_split': 2}",True,31,9.0,9,431,0.0,Cover Type
ConTree,9,target,0.6476303426554856,0.00047457163797367716,,,307.4726538181305,0.016402816772460936,"[0.6478146003115238, 0.6467991359947678, 0.6479578664738989, 0.6474415242422678, 0.6481385862549698]","{'max_depth': 9, 'max_gap': 0, 'max_gap_decay': 0.0, 'time_limit': 300, 'use_upper_bound': True, 'sort_gini': True}",True,-1,-1.0,-1,-1,0.0,Cover Type
