algorithm,depth,encoding,mean_accuracy,std_accuracy,mean_auc,std_auc,mean_train_time,mean_pred_time,cv_scores,best_params,success,features_used,avg_path_length,actual_depth,n_leaves,stability,dataset
ODT,7,onehot,0.6737485634331392,0.0005646161365975978,,,205.64332518577575,0.1937319278717041,"[0.6733388983072727, 0.6738208135762416, 0.6746097313299255, 0.6740073320596892, 0.6729660418925664]","{'max_depth': 7, 'task': 'classification', 'criterion': 'gini', 'min_samples_split': 2, 'min_samples_leaf': 1}",True,-1,7.0,7,128,0.0,Cover Type
RDT,7,onehot,0.6895657931704768,0.0006471055864710149,,,280.7809519767761,0.3389155864715576,"[0.6883471166837345, 0.6901629045721711, 0.6900483640556961, 0.6895664446395071, 0.6897041359012753]","{'max_depth': 7, 'task': 'classification', 'criterion': 'gini', 'min_samples_split': 2, 'min_samples_leaf': 1}",True,5,7.0,7,128,0.0,Cover Type
RDT-TwoPass,7,onehot,0.7072452909283433,0.0032167941000690106,,,622.7347069740296,0.3620290279388428,"[0.7069438826880545, 0.7065738406065248, 0.7042994096487152, 0.7050308944768593, 0.7133784272215624]","{'max_depth': 7, 'task': 'classification', 'criterion': 'gini', 'min_samples_split': 2, 'min_samples_leaf': 1}",True,5,7.0,7,128,0.0,Cover Type
sklearn-DT,7,onehot,0.7286303897644992,0.001352050637863939,,,351.55433373451234,0.02540273666381836,"[0.7278555631093861, 0.7293873652143232, 0.7308910345777181, 0.7270959191752293, 0.7279220667458391]","{'ccp_alpha': 0.0, 'max_depth': 7, 'min_samples_leaf': 1, 'min_samples_split': 2}",True,23,7.0,7,125,0.0,Cover Type
ConTree,7,onehot,0.6503893256996094,0.0014135358876383904,,,319.1994394302368,0.018089962005615235,"[0.647900656609554, 0.6499746133920811, 0.6520197586960638, 0.6513054852756407, 0.650746114524707]","{'max_depth': 7, 'max_gap': 0, 'max_gap_decay': 0.0, 'time_limit': 300, 'use_upper_bound': True, 'sort_gini': True}",True,-1,-1.0,-1,-1,0.0,Cover Type
