algorithm,depth,encoding,mean_accuracy,std_accuracy,mean_auc,std_auc,mean_train_time,mean_pred_time,cv_scores,best_params,success,features_used,avg_path_length,actual_depth,n_leaves,stability,dataset
ODT,9,onehot,0.8311492549976529,0.009077467278795435,0.877488113184782,0.007119754277024319,131.08873944282533,0.09858393669128418,"[0.8244446719213839, 0.8459412427065206, 0.824017199017199, 0.8237100737100738, 0.8376330876330876]","{'max_depth': 9, 'task': 'classification', 'criterion': 'gini', 'min_samples_split': 2, 'min_samples_leaf': 1}",True,-1,9.0,9,512,0.0,Adult Income
RDT,9,onehot,0.8528725139586026,0.0033960867483291105,0.8924642231998121,0.0037907431226321567,136.90350193977355,0.07640576362609863,"[0.8497287337496161, 0.8566895280990889, 0.854013104013104, 0.8558558558558559, 0.8480753480753481]","{'max_depth': 9, 'task': 'classification', 'criterion': 'gini', 'min_samples_split': 2, 'min_samples_leaf': 5}",True,7,9.0,9,512,0.0,Adult Income
RDT-TwoPass,9,onehot,0.8518896521941869,0.004943219910773722,0.882392142724416,0.004835250370622045,156.79557557106017,0.05932469367980957,"[0.8489098167673252, 0.8604770191421844, 0.8522727272727273, 0.8521703521703522, 0.8456183456183456]","{'max_depth': 9, 'task': 'classification', 'criterion': 'gini', 'min_samples_split': 10, 'min_samples_leaf': 1}",True,4,9.0,9,512,0.0,Adult Income
sklearn-DT,9,onehot,0.858605297524327,0.0038322528451249856,0.9051584942471335,0.0018238026166027153,35.27639012336731,0.0045163631439208984,"[0.8546422356433616, 0.8626266762206981, 0.8623054873054873, 0.85995085995086, 0.8535012285012284]","{'ccp_alpha': 0.0, 'max_depth': 9, 'min_samples_leaf': 2, 'min_samples_split': 10}",True,36,9.0,9,183,0.0,Adult Income
OSDT,9,onehot,0.7607182362198229,3.815022657841085e-05,0.5,0.0,0.12306466102600097,0.003130674362182617,"[0.7606715119254785, 0.7606715119254785, 0.7607493857493858, 0.7607493857493858, 0.7607493857493858]","{'max_depth': 9, 'timelimit': 60, 'min_samples_split': 2, 'min_samples_leaf': 1}",True,-1,9.0,9,512,0.0,Adult Income
ConTree,9,onehot,0.7660005441840839,0.001425338760228973,0.7944659695332306,0.0028539494391654776,303.19741945266725,0.003547000885009766,"[0.7665062954243014, 0.7669157539154469, 0.7676085176085176, 0.7654586404586404, 0.7635135135135135]","{'max_depth': 9, 'max_gap': 0, 'max_gap_decay': 0.0, 'time_limit': 300, 'use_upper_bound': True, 'sort_gini': True}",True,-1,-1.0,-1,-1,0.0,Adult Income
