dataset,encoding,algorithm,depth,mean_accuracy,std_accuracy,mean_auc,std_auc,mean_train_time,mean_pred_time,cv_scores,best_params,features_used,avg_path_length,actual_depth,n_leaves,stability
HTRU2,target,ConTree,5,0.962898518827237,0.02764797221799434,0.9258646036833085,0.07678583888701368,300.023575925827,0.0005914211273193359,"[0.9793296089385475, 0.9729050279329609, 0.9787709497206704, 0.9756915339480302, 0.9077954735959766]","{'max_depth': 5, 'max_gap': 0, 'max_gap_decay': 0.0, 'time_limit': 300, 'use_upper_bound': True, 'sort_gini': True}",-1,5.0,-1,-1,0.0
HTRU2,target,ODT,7,0.977148168787199,0.001386375294087209,0.9642474724765732,0.008287290254113355,104.22242350578308,0.00783848762512207,"[0.9782122905027933, 0.9762569832402235, 0.979050279329609, 0.9751327186364906, 0.9770885722268791]","{'max_depth': 7, 'task': 'classification', 'criterion': 'gini', 'min_samples_split': 2, 'min_samples_leaf': 2}",7,7.0,7,128,0.0
HTRU2,target,RDT,7,0.9767012101941649,0.002066288833569583,0.9593605979593507,0.010292491915691442,152.29748678207397,0.010900020599365234,"[0.9773743016759776, 0.9756983240223464, 0.9787709497206704, 0.9731768650461022, 0.9784856105057279]","{'max_depth': 7, 'task': 'classification', 'criterion': 'gini', 'min_samples_split': 2, 'min_samples_leaf': 5}",3,7.0,7,128,0.5333333333333333
HTRU2,target,RDT-TwoPass,7,0.9780978738482238,0.0018356537698045459,0.9492455577605543,0.019621081356740816,172.7526701927185,0.010873651504516602,"[0.9801675977653631, 0.9784916201117319, 0.9798882681564246, 0.9756915339480302, 0.9762503492595697]","{'max_depth': 7, 'task': 'classification', 'criterion': 'gini', 'min_samples_split': 10, 'min_samples_leaf': 1}",5,7.0,7,128,0.48999999999999994
HTRU2,target,sklearn-DT,7,0.977483411146024,0.001557897715550961,0.9334268661444393,0.02035891028566726,5.696724796295166,0.0005496978759765625,"[0.9801675977653631, 0.9762569832402235, 0.9779329608938547, 0.9756915339480302, 0.9773679798826488]","{'ccp_alpha': 0.0, 'max_depth': 7, 'min_samples_leaf': 1, 'min_samples_split': 2}",8,7.981394569225611,7,75,1.0
HTRU2,target,OSDT,7,0.9084255300550541,0.00010455440151957822,0.5,0.0,0.018527841567993163,8.931159973144532e-05,"[0.9083798882681564, 0.9083798882681564, 0.9083798882681564, 0.9086336965632859, 0.908354288907516]","{'max_depth': 7, 'timelimit': 60, 'min_samples_split': 2, 'min_samples_leaf': 1}",7,7.0,7,128,0.0
HTRU2,target,ConTree,7,0.9037323243438993,0.001048192783161357,0.8838952928380597,0.005876124991793536,300.00602288246154,0.0006526947021484375,"[0.9050279329608939, 0.9027932960893855, 0.9022346368715084, 0.9044425817267393, 0.9041631740709696]","{'max_depth': 7, 'max_gap': 0, 'max_gap_decay': 0.0, 'time_limit': 300, 'use_upper_bound': True, 'sort_gini': True}",-1,7.0,-1,-1,0.0
HTRU2,target,ODT,9,0.977148168787199,0.001386375294087209,0.9641595044967033,0.007870624108204913,105.65465159416199,0.007999086380004882,"[0.9782122905027933, 0.9762569832402235, 0.979050279329609, 0.9751327186364906, 0.9770885722268791]","{'max_depth': 9, 'task': 'classification', 'criterion': 'gini', 'min_samples_split': 2, 'min_samples_leaf': 2}",9,9.0,9,512,0.0
HTRU2,target,RDT,9,0.9756953582427599,0.0022167245963551885,0.9556838411668576,0.008334291740012108,157.0310670375824,0.012997674942016601,"[0.9779329608938547, 0.975977653631285, 0.9776536312849162, 0.9717798267672534, 0.9751327186364906]","{'max_depth': 9, 'task': 'classification', 'criterion': 'gini', 'min_samples_split': 2, 'min_samples_leaf': 5}",3,9.0,9,512,0.67
HTRU2,target,RDT-TwoPass,9,0.9772040034902542,0.001738535016606827,0.9578510183589668,0.013198370071198133,189.92182631492614,0.013215303421020508,"[0.9801675977653631, 0.976536312849162, 0.9776536312849162, 0.9748533109807209, 0.9768091645711092]","{'max_depth': 9, 'task': 'classification', 'criterion': 'gini', 'min_samples_split': 2, 'min_samples_leaf': 5}",6,9.0,9,512,0.5285714285714286
HTRU2,target,sklearn-DT,9,0.9772040503183529,0.0013884764110590603,0.9056946057369728,0.011160241052374205,6.666921186447143,0.00048427581787109376,"[0.9782122905027933, 0.9762569832402235, 0.979050279329609, 0.9751327186364906, 0.9773679798826488]","{'ccp_alpha': 0.01, 'max_depth': 9, 'min_samples_leaf': 1, 'min_samples_split': 2}",1,2.0,1,2,1.0
HTRU2,target,OSDT,9,0.9084255300550541,0.00010455440151957822,0.5,0.0,0.01865110397338867,8.921623229980468e-05,"[0.9083798882681564, 0.9083798882681564, 0.9083798882681564, 0.9086336965632859, 0.908354288907516]","{'max_depth': 9, 'timelimit': 60, 'min_samples_split': 2, 'min_samples_leaf': 1}",9,9.0,9,512,0.0
HTRU2,target,ConTree,9,0.9409989994396237,0.004709667604613773,0.9218513493184289,0.010422941845127433,299.72875890731814,0.0007376194000244141,"[0.9388268156424581, 0.9446927374301676, 0.9393854748603352, 0.9343392008941045, 0.9477507683710533]","{'max_depth': 9, 'max_gap': 0, 'max_gap_decay': 0.0, 'time_limit': 300, 'use_upper_bound': True, 'sort_gini': True}",-1,9.0,-1,-1,0.0
