algorithm,depth,encoding,mean_accuracy,std_accuracy,mean_auc,std_auc,mean_train_time,mean_pred_time,cv_scores,best_params,success,features_used,avg_path_length,actual_depth,n_leaves,stability,dataset
ODT,5,target,0.6718949027309246,0.0008324094748475805,,,207.99944806098938,0.18792214393615722,"[0.6705334629914891, 0.672030842577214, 0.6729746475964269, 0.6724238825493537, 0.6715116779401388]","{'max_depth': 5, 'task': 'classification', 'criterion': 'gini', 'min_samples_split': 2, 'min_samples_leaf': 1}",True,-1,5.0,5,32,0.0,Cover Type
RDT,5,target,0.6846450707654331,0.0012366515125757027,,,285.63854732513425,0.2831362247467041,"[0.6822113026341833, 0.6852232730652392, 0.6855475809366448, 0.6853668611555739, 0.6848763360355243]","{'max_depth': 5, 'task': 'classification', 'criterion': 'gini', 'min_samples_split': 2, 'min_samples_leaf': 1}",True,3,5.0,5,32,0.0,Cover Type
RDT-TwoPass,5,target,0.6833765946523922,0.0013554021231384004,,,550.1706182479859,0.2788698673248291,"[0.6812302608366393, 0.6835107527344388, 0.6848591246278033, 0.6846956162544534, 0.6825872188086264]","{'max_depth': 5, 'task': 'classification', 'criterion': 'gini', 'min_samples_split': 2, 'min_samples_leaf': 1}",True,4,5.0,5,32,0.0,Cover Type
sklearn-DT,5,target,0.7024123438440573,0.0009635225015496156,,,164.46085228919983,0.0165738582611084,"[0.7012555613882602, 0.7028476029018184, 0.7040498442367601, 0.7018726011600489, 0.7020361095333988]","{'ccp_alpha': 0.0, 'max_depth': 5, 'min_samples_leaf': 1, 'min_samples_split': 2}",True,12,5.0,5,32,0.0,Cover Type
ConTree,5,target,0.6526354018026179,0.00044218947242045855,,,338.58816566467283,0.014537286758422852,"[0.652435823515744, 0.6527628374482587, 0.6531729230133733, 0.6529147518975577, 0.651890673138156]","{'max_depth': 5, 'max_gap': 0, 'max_gap_decay': 0.1, 'time_limit': 300, 'use_upper_bound': True, 'sort_gini': True}",True,-1,-1.0,-1,-1,0.0,Cover Type
