dataset,encoding,algorithm,depth,mean_accuracy,std_accuracy,mean_auc,std_auc,mean_train_time,mean_pred_time,cv_scores,best_params,features_used,avg_path_length,actual_depth,n_leaves,stability
Pima Indians Diabetes,target,RDT-TwoPass,3,0.74992784992785,0.02753540230488849,0.7963186582809224,0.03346036292640177,1.5075009346008301,0.0006682395935058594,"[0.7467532467532467, 0.7922077922077922, 0.7662337662337663, 0.7320261437908496, 0.7124183006535948]","{'max_depth': 3, 'task': 'classification', 'criterion': 'gini', 'min_samples_split': 2, 'min_samples_leaf': 5}",2,3.0,3,8,0.8666666666666666
Pima Indians Diabetes,target,sklearn-DT,3,0.7421271538918599,0.03249634088045055,0.7612365478686234,0.06436271686773899,0.5978834629058838,0.0001983642578125,"[0.7142857142857143, 0.7922077922077922, 0.7662337662337663, 0.7320261437908496, 0.7058823529411765]","{'ccp_alpha': 0.05, 'max_depth': 3, 'min_samples_leaf': 1, 'min_samples_split': 2}",1,2.0,1,2,1.0
Pima Indians Diabetes,target,OSDT,3,0.6510482981071216,0.002079186607913748,0.5,0.0,0.0005076885223388672,0.0,"[0.6493506493506493, 0.6493506493506493, 0.6493506493506493, 0.6535947712418301, 0.6535947712418301]","{'max_depth': 3, 'timelimit': 60, 'min_samples_split': 2, 'min_samples_leaf': 1}",3,3.0,3,8,0.0
Pima Indians Diabetes,target,ConTree,3,0.7303709362532892,0.05081510376053919,0.7305716282320056,0.06861792464728536,1.9265103816986084,0.0010009765625,"[0.7987012987012987, 0.7857142857142857, 0.6818181818181818, 0.6928104575163399, 0.6928104575163399]","{'max_depth': 3, 'max_gap': 0, 'max_gap_decay': 0.0, 'time_limit': 300, 'use_upper_bound': True, 'sort_gini': True}",-1,3.0,-1,-1,0.0
Pima Indians Diabetes,target,ODT,5,0.7225362872421696,0.04172237856113905,0.7688609364081064,0.04543136212826488,0.7934503555297852,0.00019869804382324218,"[0.7467532467532467, 0.7792207792207793, 0.7337662337662337, 0.6928104575163399, 0.6601307189542484]","{'max_depth': 5, 'task': 'classification', 'criterion': 'gini', 'min_samples_split': 2, 'min_samples_leaf': 5}",5,5.0,5,32,0.0
Pima Indians Diabetes,target,RDT,5,0.7264833206009677,0.028687483824274853,0.7614357092941998,0.05694315122446592,1.4332257747650146,0.0006047725677490234,"[0.7337662337662337, 0.7727272727272727, 0.7337662337662337, 0.6993464052287581, 0.6928104575163399]","{'max_depth': 5, 'task': 'classification', 'criterion': 'gini', 'min_samples_split': 2, 'min_samples_leaf': 5}",5,5.0,5,32,0.7533333333333333
Pima Indians Diabetes,target,RDT-TwoPass,5,0.7511841100076394,0.044190163985933895,0.7994783368273934,0.0392627603404365,2.638340711593628,0.0008031845092773438,"[0.7597402597402597, 0.7987012987012987, 0.7857142857142857, 0.738562091503268, 0.673202614379085]","{'max_depth': 5, 'task': 'classification', 'criterion': 'gini', 'min_samples_split': 10, 'min_samples_leaf': 1}",3,5.0,5,32,0.6383333333333334
Pima Indians Diabetes,target,sklearn-DT,5,0.7329768270944742,0.045323610176420705,0.7457215234102026,0.05526728348672935,0.6421118259429932,0.0007800579071044922,"[0.7142857142857143, 0.7922077922077922, 0.7662337662337663, 0.7320261437908496, 0.6601307189542484]","{'ccp_alpha': 0.05, 'max_depth': 5, 'min_samples_leaf': 1, 'min_samples_split': 2}",1,2.0,1,2,1.0
Pima Indians Diabetes,target,OSDT,5,0.6510482981071216,0.002079186607913748,0.5,0.0,0.0008559703826904296,0.0,"[0.6493506493506493, 0.6493506493506493, 0.6493506493506493, 0.6535947712418301, 0.6535947712418301]","{'max_depth': 5, 'timelimit': 60, 'min_samples_split': 2, 'min_samples_leaf': 1}",5,5.0,5,32,0.0
Pima Indians Diabetes,target,ConTree,5,0.7251252015957899,0.04414860848554467,0.7386813417190776,0.034863003096070974,299.7242389202118,0.00061798095703125,"[0.7402597402597403, 0.7792207792207793, 0.7597402597402597, 0.673202614379085, 0.673202614379085]","{'max_depth': 5, 'max_gap': 0, 'max_gap_decay': 0.0, 'time_limit': 300, 'use_upper_bound': True, 'sort_gini': True}",-1,5.0,-1,-1,0.0
