algorithm,depth,encoding,mean_accuracy,std_accuracy,mean_train_time
ConTree,3,onehot,0.8236593059936907,0.0026880805533468217,73.767005777359
ConTree,3,target,0.8236593059936907,0.0026880805533468217,74.00191760063171
ConTree,5,onehot,0.7323869610935858,0.003913311054874506,300.02938904762266
ConTree,5,target,0.7315457413249212,0.004073894979560546,299.8480401515961
ConTree,7,onehot,0.7106203995793902,0.0076901619015677285,300.0049129486084
ConTree,7,target,0.7106203995793902,0.0076901619015677285,300.01471319198606
ConTree,9,onehot,0.708149316508938,0.005827192850682419,300.000422000885
ConTree,9,target,0.708149316508938,0.005827192850682419,300.0016366958618
ODT,3,onehot,0.7432702418506835,0.00976645147029192,60.4759063243866
ODT,3,target,0.7432702418506835,0.00976645147029192,62.05324125289917
ODT,5,onehot,0.7515247108307045,0.005232326100788529,68.62084617614747
ODT,5,target,0.7515247108307045,0.005232326100788529,69.9441291332245
ODT,7,onehot,0.7528391167192429,0.005323976673060704,68.51263103485107
ODT,7,target,0.7528391167192429,0.005323976673060704,69.45147724151612
ODT,9,onehot,0.7522082018927445,0.005624920104624381,68.05463099479675
ODT,9,target,0.7522082018927445,0.005624920104624381,68.47713723182679
OSDT,3,onehot,0.6483701366982124,0.0001287849496731421,0.01622157096862793
OSDT,3,target,0.6483701366982124,0.0001287849496731421,0.01606907844543457
OSDT,5,onehot,0.6483701366982124,0.0001287849496731421,0.015820980072021484
OSDT,5,target,0.6483701366982124,0.0001287849496731421,0.04872431755065918
OSDT,7,onehot,0.6483701366982124,0.0001287849496731421,0.01600184440612793
OSDT,7,target,0.6483701366982124,0.0001287849496731421,0.01598978042602539
OSDT,9,onehot,0.6483701366982124,0.0001287849496731421,0.016301584243774415
OSDT,9,target,0.6483701366982124,0.0001287849496731421,0.016541576385498045
RDT,3,onehot,0.7913774973711882,0.002589613113780163,82.32279057502747
RDT,3,target,0.7913774973711882,0.002589613113780163,84.15192642211915
RDT,5,onehot,0.807465825446898,0.005848973285036137,94.04381957054139
RDT,5,target,0.807465825446898,0.005848973285036137,96.11230964660645
RDT,7,onehot,0.8189800210304942,0.008129108964588107,98.22238297462464
RDT,7,target,0.8189800210304942,0.008129108964588107,97.52042241096497
RDT,9,onehot,0.8305993690851734,0.005827667203961779,99.42683777809142
RDT,9,target,0.8305993690851734,0.005827667203961779,99.07704215049743
RDT-TwoPass,3,onehot,0.7896424815983176,0.004002015191164066,90.87783875465394
RDT-TwoPass,3,target,0.7896424815983176,0.004002015191164066,91.99570255279541
RDT-TwoPass,5,onehot,0.8190851735015773,0.0063427949638377645,127.10023188591003
RDT-TwoPass,5,target,0.8190851735015773,0.0063427949638377645,186.40456848144532
RDT-TwoPass,7,onehot,0.8311251314405889,0.007429079755655705,157.6954436302185
RDT-TwoPass,7,target,0.8311251314405889,0.007429079755655705,157.2278042316437
RDT-TwoPass,9,onehot,0.839484752891693,0.007883981391788359,182.26788611412047
RDT-TwoPass,9,target,0.839484752891693,0.007883981391788359,184.22584447860717
sklearn-DT,3,onehot,0.790168243953733,0.0032976659896039543,3.4842812538146974
sklearn-DT,3,target,0.790168243953733,0.0032976659896039543,3.4735724925994873
sklearn-DT,5,onehot,0.8263406940063092,0.005277564707183847,5.428571033477783
sklearn-DT,5,target,0.8262881177707676,0.005240244673801447,12.871192502975465
sklearn-DT,7,onehot,0.8430599369085174,0.003431581255958069,7.3524329662323
sklearn-DT,7,target,0.8433753943217666,0.0035284882724632093,7.280089044570923
sklearn-DT,9,onehot,0.8472660357518402,0.0023688497005402483,9.006631565093993
sklearn-DT,9,target,0.8475814931650894,0.0023594958645969596,9.033804655075073
