dataset,encoding,algorithm,depth,mean_accuracy,std_accuracy,mean_auc,std_auc,mean_train_time,mean_pred_time,cv_scores,best_params,features_used,avg_path_length,actual_depth,n_leaves,stability
Magic Gamma Telescope,onehot,sklearn-DT,7,0.8430599369085174,0.003431581255958069,0.8818558039655876,0.0012997775753386795,7.3524329662323,0.0006308078765869141,"[0.8401682439537329, 0.841745531019979, 0.8470031545741324, 0.8391167192429022, 0.8472660357518401]","{'ccp_alpha': 0.0, 'max_depth': 7, 'min_samples_leaf': 1, 'min_samples_split': 2}",10,7.964248159831756,7,101,0.9199999999999999
Magic Gamma Telescope,onehot,OSDT,7,0.6483701366982124,0.0001287849496731421,0.5,0.0,0.01600184440612793,9.236335754394531e-05,"[0.648527865404837, 0.648527865404837, 0.6482649842271293, 0.6482649842271293, 0.6482649842271293]","{'max_depth': 7, 'timelimit': 60, 'min_samples_split': 2, 'min_samples_leaf': 1}",7,7.0,7,128,0.0
Magic Gamma Telescope,onehot,ConTree,7,0.7106203995793902,0.0076901619015677285,0.7419413005898765,0.007363427699623075,300.0049129486084,0.0005108833312988282,"[0.7013669821240799, 0.7189800210304942, 0.7205573080967402, 0.7066246056782335, 0.7055730809674028]","{'max_depth': 7, 'max_gap': 0, 'max_gap_decay': 0.0, 'time_limit': 300, 'use_upper_bound': True, 'sort_gini': True}",-1,7.0,-1,-1,0.0
Magic Gamma Telescope,onehot,ODT,9,0.7522082018927445,0.005624920104624381,0.8161692376861687,0.004481181756832199,68.05463099479675,0.00885772705078125,"[0.7436908517350158, 0.75, 0.7513144058885384, 0.7555205047318612, 0.7605152471083071]","{'max_depth': 9, 'task': 'classification', 'criterion': 'gini', 'min_samples_split': 10, 'min_samples_leaf': 2}",9,9.0,9,512,0.0
Magic Gamma Telescope,onehot,RDT,9,0.8305993690851734,0.005827667203961779,0.8700346694431653,0.005309256605469498,99.42683777809142,0.013866233825683593,"[0.8406940063091483, 0.833596214511041, 0.8264984227129337, 0.8270241850683491, 0.8251840168243953]","{'max_depth': 9, 'task': 'classification', 'criterion': 'gini', 'min_samples_split': 2, 'min_samples_leaf': 5}",7,9.0,9,512,0.7386904761904762
Magic Gamma Telescope,onehot,RDT-TwoPass,9,0.839484752891693,0.007883981391788359,0.8763630786242645,0.009971964853764706,182.26788611412047,0.013896942138671875,"[0.8383280757097792, 0.8412197686645636, 0.8535751840168244, 0.8325446898002103, 0.8317560462670873]","{'max_depth': 9, 'task': 'classification', 'criterion': 'gini', 'min_samples_split': 10, 'min_samples_leaf': 1}",6,9.0,9,512,0.6880952380952381
Magic Gamma Telescope,onehot,sklearn-DT,9,0.8472660357518402,0.0023688497005402483,0.8769298621882484,0.0059372967035811975,9.006631565093993,0.0007080554962158204,"[0.8477917981072555, 0.8475289169295478, 0.8430599369085173, 0.8504206098843323, 0.8475289169295478]","{'ccp_alpha': 0.0, 'max_depth': 9, 'min_samples_leaf': 1, 'min_samples_split': 10}",10,9.877181913774974,9,246,1.0
Magic Gamma Telescope,onehot,OSDT,9,0.6483701366982124,0.0001287849496731421,0.5,0.0,0.016301584243774415,9.593963623046874e-05,"[0.648527865404837, 0.648527865404837, 0.6482649842271293, 0.6482649842271293, 0.6482649842271293]","{'max_depth': 9, 'timelimit': 60, 'min_samples_split': 2, 'min_samples_leaf': 1}",9,9.0,9,512,0.0
Magic Gamma Telescope,onehot,ConTree,9,0.708149316508938,0.005827192850682419,0.7359786424095353,0.004191531635676465,300.000422000885,0.0005450725555419921,"[0.7008412197686645, 0.7155625657202944, 0.7145110410094637, 0.7047844374342797, 0.7050473186119873]","{'max_depth': 9, 'max_gap': 0, 'max_gap_decay': 0.0, 'time_limit': 300, 'use_upper_bound': True, 'sort_gini': True}",-1,9.0,-1,-1,0.0
Magic Gamma Telescope,target,ODT,3,0.7432702418506835,0.00976645147029192,0.796283063299684,0.008323677483666853,62.05324125289917,0.005232906341552735,"[0.7242376445846478, 0.7471083070452156, 0.7455310199789695, 0.7473711882229233, 0.7521030494216614]","{'max_depth': 3, 'task': 'classification', 'criterion': 'gini', 'min_samples_split': 2, 'min_samples_leaf': 1}",3,3.0,3,8,0.0
